8 0.00850035 0.00940101
4 0.0113138 0.0122762
1 0.168019 0.173602
1 0.167708 0.173297
9 0.00570375 0.00604369
1 0.168081 0.173663
1 0.168139 0.173721
13 0.00445709 0.00459742
13 0 0
13 0 0
11 0.00719257 0.00776865
15 0 0
15 0 0
15 0 0
15 0 0
15 0 0
15 0 0
15 0 0
15 0.00800456 0.00878004
11 0.00743043 0.00789
15 0.00667617 0.00700883
11 0.00663209 0.00705436
13 0.00923902 0.010232
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
11 0.00651539 0.00695023
13 0.00684532 0.00726195
11 0.00725195 0.00770152
13 0.00553535 0.0057431
11 0.00334138 0.00343849
13 0.00178145 0.00188187
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
