7 0.00464245 0.00491278
7 0 0
7 0 0
7 0 0
7 0 0
7 0 0
7 0 0
7 0 0
7 0.00575538 0.00615043
15 0.00424908 0.00423553
15 0 0
15 0 0
15 0 0
15 0 0
15 0 0
15 0 0
15 0 0
15 0 0
15 0.00533899 0.00555131
7 0.00687713 0.00749298
15 0.00723671 0.00787509
7 0.0122437 0.013739
7 0.00854436 0.00941484
3 0.173916 0.180043
3 0.173559 0.179669
3 0.174338 0.180468
3 0.17326 0.179371
7 0.0096974 0.0106938
7 0.00494683 0.00520576
7 0.0132848 0.0149508
7 0.0135134 0.0154135
7 0.00899935 0.00987785
15 0.00847026 0.00931093
15 0.00268477 0.00274947
15 0 0
15 0 0
15 0 0
15 0 0
15 0 0
15 0 0
15 0.00548761 0.0057173
15 0.00502986 0.0052596
15 0.00791359 0.00853259
7 0.00500507 0.00529919
6 0.00480151 0.00507804
3 0.174211 0.180347
3 0.173911 0.180033
3 0.173826 0.179945
3 0.1739 0.180029
3 0.174031 0.180154
3 0.173771 0.179896
2 0.170624 0.176547
3 0.173393 0.17951
1 0.167646 0.173238
1 0.167778 0.173365
1 0.167923 0.173508
1 0.16779 0.173377
1 0.167721 0.17331
1 0.167628 0.17322
5 0.0114794 0.0126019
5 0.0128136 0.0139529
5 0.0122125 0.0134103
4 0.0109507 0.011737
9 0.128056 0.131032
9 0.00444481 0.00466773
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
13 0 0
