1 0.737035 0.708907
2 0.487374 0.552067
3 0.411913 0.497313
4 0.389347 0.476464
5 0.38229 0.467309
6 0.379601 0.462455
7 0.378073 0.459314
8 0.376814 0.45691
9 0.375594 0.454842
10 0.374358 0.45293
11 0.373098 0.451089
12 0.371815 0.449275
13 0.370511 0.447465
14 0.369186 0.445646
15 0.367841 0.44381
16 0.366474 0.441952
17 0.365085 0.44007
18 0.363673 0.43816
19 0.362237 0.43622
20 0.360775 0.434249
21 0.359286 0.432245
22 0.357769 0.430207
23 0.356223 0.428134
24 0.354648 0.426024
25 0.353042 0.423876
26 0.351405 0.42169
27 0.349736 0.419465
28 0.348035 0.4172
29 0.346301 0.414895
30 0.344533 0.41255
31 0.342733 0.410165
32 0.340899 0.407739
33 0.339032 0.405273
34 0.337132 0.402767
35 0.3352 0.400222
36 0.333235 0.397638
37 0.331239 0.395017
38 0.329212 0.392359
39 0.327155 0.389665
40 0.325069 0.386936
41 0.322955 0.384174
42 0.320814 0.381381
43 0.318648 0.378557
44 0.316457 0.375705
45 0.314243 0.372827
46 0.312007 0.369924
47 0.309752 0.366997
48 0.307478 0.36405
49 0.305188 0.361085
50 0.302882 0.358103
51 0.300563 0.355106
52 0.298233 0.352097
53 0.295893 0.349079
54 0.293544 0.346052
55 0.29119 0.343021
56 0.288831 0.339986
57 0.28647 0.33695
58 0.284108 0.333916
59 0.281747 0.330885
60 0.279389 0.32786
61 0.277035 0.324843
62 0.274688 0.321836
63 0.272348 0.318841
64 0.270019 0.31586
65 0.2677 0.312896
66 0.265394 0.309949
67 0.263102 0.307023
68 0.260827 0.304118
69 0.258568 0.301237
70 0.256328 0.298381
71 0.254107 0.295551
72 0.251908 0.29275
73 0.249731 0.289978
74 0.247577 0.287238
75 0.245448 0.284529
76 0.243344 0.281855
77 0.241266 0.279214
78 0.239216 0.27661
79 0.237194 0.274042
80 0.2352 0.271511
81 0.233236 0.269019
82 0.231302 0.266565
83 0.229398 0.264151
84 0.227525 0.261778
85 0.225685 0.259445
86 0.223876 0.257153
87 0.222099 0.254902
88 0.220354 0.252694
89 0.218643 0.250527
90 0.216964 0.248402
91 0.215319 0.24632
92 0.213706 0.24428
93 0.212127 0.242282
94 0.210581 0.240326
95 0.209067 0.238412
96 0.207587 0.23654
97 0.206139 0.23471
98 0.204724 0.232921
99 0.203342 0.231174
100 0.201991 0.229467
101 0.200673 0.2278
102 0.199386 0.226173
103 0.19813 0.224586
104 0.196906 0.223038
105 0.195711 0.221528
106 0.194547 0.220057
107 0.193413 0.218622
108 0.192308 0.217225
109 0.191232 0.215864
110 0.190185 0.214539
111 0.189165 0.213249
112 0.188173 0.211994
113 0.187208 0.210772
114 0.186269 0.209584
115 0.185356 0.208428
116 0.184469 0.207304
117 0.183607 0.206211
118 0.182769 0.205149
119 0.181955 0.204117
120 0.181165 0.203114
121 0.180397 0.20214
122 0.179652 0.201194
123 0.178929 0.200275
124 0.178228 0.199383
125 0.177547 0.198516
126 0.176886 0.197675
127 0.176245 0.196859
128 0.175624 0.196067
129 0.175021 0.195298
130 0.174437 0.194553
131 0.173871 0.193829
132 0.173322 0.193127
133 0.17279 0.192446
134 0.172274 0.191786
135 0.171775 0.191145
136 0.171291 0.190524
137 0.170822 0.189921
138 0.170368 0.189337
139 0.169928 0.188771
140 0.169503 0.188221
141 0.16909 0.187689
142 0.168691 0.187172
143 0.168304 0.186671
144 0.16793 0.186186
145 0.167567 0.185715
146 0.167216 0.185259
147 0.166876 0.184816
148 0.166547 0.184387
149 0.166229 0.183971
150 0.16592 0.183567
151 0.165622 0.183176
152 0.165333 0.182796
153 0.165053 0.182428
154 0.164783 0.182071
155 0.164521 0.181725
156 0.164267 0.181389
157 0.164021 0.181063
158 0.163783 0.180746
159 0.163553 0.180439
160 0.16333 0.180142
161 0.163114 0.179852
162 0.162905 0.179572
163 0.162703 0.179299
164 0.162506 0.179035
165 0.162316 0.178778
166 0.162132 0.178528
167 0.161954 0.178286
